feedback_never_pipe_railway_variables.md	Internal process/workflow preference. This is a team rule about how to safely handle Railway CLI secrets in YOUR workflow—not a generalizable public library bug, framework quirk, or reusable technical fix. It's advice about your own practices and incident response procedures.
feedback_no_diagnostic_spiral_in_crisis.md	Internal team process/workflow feedback. Describes how THIS team's developer (Buga) should work during stress — not a generalizable technical fix for a library, framework, or tool. References internal session history, project names (ZugaGamerOverlay, Phase A→D++ bible), and emotional/interpersonal management, none of which transfer to an unrelated developer's Claude agent.
feedback_no_finetune_reviewer_is_retrieval.md	Internal process/workflow feedback about team strategy and approach preferences (how THIS team should think about fine-tuning vs retrieval for their code review project). Not a generalizable technical fix for a public library, framework, or tool that an unrelated developer would encounter.
feedback_no_truncation_on_monad_user_facing_output.md	Internal process/workflow feedback specific to this team's internal tool (Buga reviewing Zugabot cognition cycles). Not a generalizable public library/framework/API issue that other developers would encounter.
feedback_no_per_device_costs.md	Internal business/monetization decision and team process guidance (what to recommend for THIS project's constraints). Not a reusable technical fix for a general audience.
feedback_openclaw_not_ours.md	Internal process/attribution guidance. This is a project naming convention and credit protocol specific to this team's relationship with third-party software — not a generalizable technical fix that another developer's agent would encounter.
feedback_openclaw_subscription_ban.md	Internal process/workflow warning specific to this team's dual-machine setup and naming conventions. The core technical fact (Claude subscription tokens banned from programmatic use) is already public knowledge; the value here is entirely about preventing this team's specific confusion between two different tools that happen to share the name 'openclaw'. No reusable fix for a stranger's codebase.
feedback_overlay_release_process.md	Internal process/workflow document describing team-specific release procedures, billing/org infrastructure issues, and internal communication context. No generalizable technical fix for public tools.
feedback_never_kill_port_5173.md	Internal process/workflow preference specific to this team's project setup and port allocation. Not a generalizable technical fix for a public library, framework, or tool that other developers would encounter.
feedback_overlay_session_failures.md	Internal process/workflow feedback about team testing practices and communication norms during live sessions. Not a technical fix for a public library, framework, or tool that another developer's agent would encounter.
feedback_phase_commit_subjects_must_match_diff.md	Internal process/workflow feedback about commit hygiene and team preflight procedures. Not a generalizable technical fix for a public tool/library/framework that an unrelated developer would encounter.
feedback_pause_zugabot_before_long_mm_edits.md	Internal workflow/process documentation specific to this team's daemon coordination system (zugabot, MM, scp workflow). Contains internal tool names, internal process naming conventions ('coordinate-with-zugabot', 'zugabee/PAUSE'), and team-specific operational procedures that would not generalize to an unrelated developer or Claude agent.
feedback_player_ground_truth.md	Internal process/workflow documentation about how THIS team's overlay (Zugabot) should handle user interactions and system prompt design. Not a generalizable technical fix for a public library, framework, or tool that unrelated developers would encounter.
feedback_proactive_inbox_human_dependency_gate.md	Internal process/workflow preference. Describes how THIS team's Zugabot should filter notifications to a specific person (Buga). Not a generalizable technical fix—it's organizational policy about what messages to surface to whom, with internal naming (Buga, Zugabot, Buga's head, MM admin). An unrelated developer's Claude agent would not encounter or benefit from this rule.
feedback_proactive_messages_colleague_voice.md	Internal process feedback about a proprietary product (Zugabot), its UI/UX principles, and team workflow. Not a generalizable technical fix for a public library, framework, or tool that Claude agents commonly encounter.
feedback_plugin_css_import.md	Internal process/workflow specific to proprietary ZugaApp plugin architecture. References internal products (ZugaLearn, ZugaLife, ZugaGamer, etc.), internal build system behavior (ZugaApp embedding mode), and internal deployment/testing practices (localhost:5173 internal port). No generalizable public framework or library lesson here — this is a ZugaApp-specific convention that would not help an unrelated developer or Claude agent working on public tools.
feedback_product_terminology.md	Internal product naming convention and team workflow documentation. Not a reusable technical fix for public libraries, frameworks, or common errors that Claude agents encounter.
feedback_proxy_plugin_catalog_registration.md	Internal process/architecture note about this specific team's ZugaApp deployment structure, naming conventions, and how their particular studios are wired. Contains no generalizable public library/framework fix—the 'problem' is internal to their monorepo layout and plugin loading strategy.
feedback_prompt_anchors_not_dumps.md	Internal process/workflow guidance. Describes how THIS team structures prompts and loads files (Zugabot identity system, core_paths assembly, internal file paths). Not a public library gotcha, framework bug, or generalizable tool fix that an unrelated developer would encounter.
feedback_raf_drag_smoother.md	Internal workflow/preference note about how THIS team implements Electron dragging. Not a generalizable fix for a public library bug or non-obvious gotcha that Claude would encounter. The RAF throttling pattern itself is well-documented; this is just team-specific feedback on their implementation choice.
feedback_railway_cache_bust_project_var.md	Internal deployment process and workflow specific to ZugaApp's Railway project setup. The fix is about managing this team's particular CI/CD configuration, not a reusable public library/framework/tool issue that other developers would encounter independently.
feedback_railway_container_swap_timing.md	Internal deployment workflow and tooling (Railway platform specifics, internal project 'zugabot.ai', internal deploy procedure). Not a generalizable public library/framework/language fix that an unrelated developer would encounter.
feedback_railway_tokens.md	Internal process/workflow note about how this team manages Railway deployment credentials and coordinates with a team member. Not a generalizable technical fix for a public tool or library.
feedback_railway_deploy_up.md	Internal process/workflow documentation specific to ZugaApp deployment practices and this team's Railway configuration. Contains internal service names (ZugaApp, ZugaCore, Zuga-Technologies), internal file references (MEMORY.md), and deployment history/decisions that only make sense with insider context. Not a generalizable public library/framework fix.
feedback_railway_up_deploys_local_checkout.md	Internal process/workflow: this is a team-specific deployment procedure for a private application (ZugaApp/zugabot.ai on Railway) with internal paths and service names. Not a generalizable public library/framework fix that would help unrelated developers.
feedback_railway_up_cwd_must_be_zugaapp.md	Internal process/workflow: describes how THIS team's specific deployment setup works (which directory to cd to, which repo is linked to which Railway service, internal naming of services like 'zugaapp-v3'). Not a generalizable public library/tool fix—it's team-specific deployment procedure.
feedback_run_packaged_build_test.md	Internal process/workflow feedback about team practices and how to work with a specific person (Antonio). Not a generalizable technical fix for a public library, framework, or tool.
feedback_railway_user_id.md	Internal process/workflow note about how THIS team's infrastructure is organized (Railway vs Mac Mini deployment targets, internal API endpoints, specific user context). Not a generalizable technical fix for a public library/framework/tool that other developers would encounter.
feedback_save_secrets_dont_re_ask.md	Internal process/workflow feedback. Describes team-specific credential management procedures, internal service names (Zugabot, Zugabot backend), launchctl commands for this team's setup, and internal architecture (openclaw.json, specific JSON paths). Not a generalizable public library/framework fix that unrelated developers would encounter.
feedback_scp_clobbers_mm_when_windows_behind.md	Internal process/workflow note about this team's specific multi-machine setup (Windows <-> MM), repo structure (Zugabot/ZugaOverseer/ZugaApp), and project coordination practices. Not a generalizable public tool/library/framework fix. A different developer with different machines and repos would not encounter this exact scenario.
feedback_session_tasks_manager_contextmanager_bug.md	Internal process/workflow bug in a private codebase (SessionTasksManager, backend/core/runtime, project-specific audit). Not a public library or framework issue that an unrelated developer would encounter. References internal infrastructure, commit status, and internal audit processes.
feedback_spec_kpis_verify_before_quoting.md	Internal process/workflow feedback about doc hygiene and verification practices for a specific internal project (Zugabot). Not a generalizable technical fix for a public library, framework, or tool that Claude agents commonly encounter. The advice is context-specific to this team's documentation workflow.
feedback_sunday_reset_day.md	Internal process/workflow preference. Describes a team member's personal weekly ritual, internal file paths, local machine setup, and how to handle interactions with that specific person. Not a generalizable technical fix for a public tool or library.
feedback_studio_healthy_busy_vs_stuck.md	Internal process/workflow/preferences. Describes how THIS team's self-monitoring and alerting works for internal services (Zugabot studio backend, ZugaGamer, memory_emitter.py), internal infrastructure ports (8000-8099), and internal team practices ('before killing or alerting'). No generalizable public library/framework/tool/language fix that an unrelated developer would encounter.
feedback_surgical_focus_5w1h3p_no_flailing.md	Internal process/workflow feedback and team-specific guardrails. While it contains debugging discipline advice, it is framed as mandatory internal protocol for THIS developer's work with THIS user (Buga) on THIS project (Zugabot), with references to internal services, deployment targets, and interpersonal dynamics. Not generalizable to unrelated developers or Claude agents encountering public library/framework issues.
feedback_task_adaptive_agent_routing.md	Internal process/workflow guidance about how THIS team's agent_validator should route tasks and price tiers. Not a reusable public-library fix or error that an unrelated developer would encounter. The empirical findings are about internal agent architecture decisions, not a generalizable technical problem with a framework or tool.
feedback_test_before_deploying.md	internal process/workflow feedback — team discipline on testing before deploy, not a reusable technical fix for a public library or tool
feedback_test_before_release.md	Internal process/workflow guidance specific to this team's release procedure and product (ZugaGamerOverlay). Not a generalizable technical fix for a public tool or common gotcha that Claude agents encounter across projects.
feedback_training_format.md	Internal team process/feedback on training preferences and workflow. Not a generalizable technical fix for a public library, tool, or framework.
feedback_trust_user_diagnosis_when_symptoms_are_specific.md	Internal process/feedback about team communication and trust dynamics. Not a generalizable technical fix—it's about interpersonal workflow and how to handle a specific user (Buga). A stranger's Claude agent would have no use for this.
feedback_urgency_means_slow_down.md	Internal process/workflow feedback about how this team's developer (Antonio) should handle urgency and testing discipline. Not a generalizable technical fix, library issue, or reusable error pattern that an unrelated developer would encounter.
feedback_use_zugaapp_deploy_script.md	Internal process/workflow preference. This is about how THIS team should use their existing deploy script rather than a generalizable technical fix. It documents internal naming (zugabot.ai, ZugaApp, specific studios), internal tooling (scripts/deploy.sh), and team workflow (when to use script vs manual fallback). No Claude Code agent working on an unrelated project would benefit from this memo.
feedback_verify_before_deploy.md	Internal process/workflow feedback. This is a team-specific deployment procedure (checking before Railway deploys, internal project names, team member context). Not a generalizable technical fix for a public tool/library/framework that unrelated developers would encounter.
feedback_visual_learner_ascii.md	internal team preference/workflow — describes how to communicate with one person, not a generalizable technical fix
feedback_verify_builds_before_shipping.md	Internal process/workflow: this is a team-specific procedure for testing their own product before release. The symptom (broken builds) and solution (test before shipping) are obvious best practice, not a generalizable technical fix for a public library or tool that Claude would struggle with.
feedback_verify_before_speaking.md	Internal process/feedback about team workflow and agent behavior discipline. References internal files (backend/domains/chat/core/prompts.py, project_zugabot_cognitive_quality_phases_1_3_complete.md), internal service names (ZugaTrader, V1/V3 versions), and internal deployment context. Not a generalizable technical fix for a public tool or library that other developers would encounter.
feedback_workspace_setup_never_merge_personal_gmail.md	Internal process/workflow documentation. Describes team-specific setup procedure for a private Google Workspace domain (zugabot.ai), internal user account management, and how to handle a specific person's account setup. Not a generalizable public library/tool fix that an unrelated developer would encounter.
feedback_worktree_cleanup.md	Internal process/workflow preference. This is a team-specific policy about how to manage git worktrees at the end of a task, tied to internal project names (ZugaHealth, ZugaApp, etc.) and a specific user's workspace preferences. Not a reusable technical fix for a public tool or library that other developers would encounter.
feedback_wallpapers_image_not_video.md	Internal product decision/feedback about project direction. Names internal APIs, Vue components, backend modules, and team members. Contains internal process (what to propose/not propose to stakeholders). Not a generalizable technical fix for public libraries or tools that Claude agents commonly encounter.
feedback_workspace_account_consumer_services_blocked.md	Internal process/workflow guidance. This is a team-specific account management rule about which Google identities to use for different internal services and personal devices. It contains internal email addresses (buga@zugabot.ai, antwonthegr8@gmail.com), internal team member names (Antonio, Mike, Ed, Ernie), and internal domain (zugatechnologies.com). While it touches on a real Google Workspace limitation, the note is framed as internal team procedure rather than a generalizable debugging fix that an unrelated developer would encounter.
feedback_zugaapp_is_current.md	Internal process/workflow preference about team's codebase organization and naming conventions. Not a generalizable technical fix for a public library, framework, or tool.
feedback_zugabot_brand_lime_not_cyan.md	Internal process/workflow note about team's brand guidelines, internal design system decisions, and internal tool/service naming (zugabot.ai, ZugaCore, ZugaLife, etc.). Not a generalizable technical fix for public libraries or tools that Claude agents commonly encounter.
feedback_zugabot_autonomy_scope.md	Internal product vision/roadmap for a private project (Zugabot). Describes internal design philosophy, product scope decisions, and team strategy rather than a generalizable technical fix. No reusable debugging pattern, library gotcha, or framework issue that an unrelated developer would encounter.
feedback_zugabot_brain_priors_after_migration.md	Internal process/workflow feedback about a proprietary agent system (Zugabot). Describes how THIS team's internal brain-migration workflow should be managed, including internal file paths (~/Projects/Zugabot/data/), internal commit hashes, internal session IDs, and team-specific procedures (flagging findings.md, escalation to Buga). Not generalizable to other developers or Claude Code agents working on unrelated projects.
feedback_zugabot_chat_revenue_not_internal_budget.md	Internal process and private infrastructure. Describes internal budget system, private service names (Zugabot, OpenClaw, ZugaApp, ZugaTokens), internal file paths (backend/core/cost/budget_manager.py), and team workflow/architecture decisions about how this specific company separates revenue from autonomous work. Not a generalizable public library/framework problem.
feedback_zugabot_coordination_auto_stash.md	Internal process/workflow documentation specific to Zugabot's autonomous coordination system and team PC workflow. Not a generalizable public library/tool issue that unrelated developers would encounter.
feedback_zugabot_identity_already_rich.md	Internal process/workflow feedback specific to Zugabot team. Describes internal codebase audit findings, project naming conventions (SOUL Phase, Zugabot, OpenClaw), internal team communication ('Antonio caught it'), and guidance on how THIS team should work with their proprietary identity system. Not a generalizable technical fix for a public library or framework.
feedback_zugabot_goal_governance.md	Internal process/governance document. Describes how THIS team manages goals in their internal system (Zugabot), including enforcement workflows, table schemas, and internal review gates. No generalizable technical fix that unrelated developers would encounter.
feedback_zugabot_overclaim_planned_as_completed.md	Internal process/feedback about a specific named agent (Zugabot) and its internal data structures (monad cycle files, autonomous_commits table, chat layer). Not generalizable to other developers or public tools. The 'fix' is internal prompt engineering for a proprietary system.
feedback_zugacore_symlinks_load_bearing.md	Internal process/workflow documentation about ZugaCore (private infra) and this team's specific symlink management practice. Not generalizable to unrelated developers or Claude agents working on public libraries/frameworks.
feedback_zugabot_tools_hit_zugabot_ai.md	Internal process and private infrastructure. References specific internal service names (Zugabot, ZugaApp, Railway deployment), internal file paths (backend/domains/chat/tools/), environment variable conventions, and internal deployment topology (Mac Mini prod setup). Not a generalizable public library/framework/tool fix.
feedback_zugabot_one_path_not_many_gates.md	Internal architecture decision and process feedback specific to Zugabot system design; references internal components (autonomous_daemon, action_lock, circuit_breaker, AutonomousLoop), internal names (Buga, OpenClaw), and internal service behavior. Not a generalizable public-library or language-level fix that an unrelated developer would encounter.
feedback_zugabot_picks_own_execution_surface.md	Internal architecture feedback for a proprietary autonomous agent system (Zugabot). Contains team-specific design philosophy, internal naming (ZugaOverseer, ZugaCode, ZugaTrader, Studio agent), internal project references, and process guidance that only makes sense with full insider context about this system's goals and structure. Not a generalizable technical fix for a public library, framework, or common error.
feedback_zugaqueue_for_long_enhancements.md	Internal process/workflow preference about how this team triages work between in-session execution and an internal queue system (zugaqueue/Zugabot). Not a generalizable technical fix for a public tool or library.
feedback_zugalife_uses_rose_coral.md	Internal process/workflow/project-specific override. This is a decision log about color assignments for a proprietary product (ZugaLife), including internal design choices, operator overrides, and wiring instructions specific to this team's infrastructure and design bible. Not a reusable technical fix for a public library, framework, or common tool.
feedback_zugacraft_onboarding.md	Internal process/workflow feedback about this team's ZugaCraft onboarding procedure and naming conventions (connect-zugacraft-anyone.bat, per-person scripts). Does not generalize to unrelated developers or public tools — it's about internal deployment practice.
feedback_zugalife_venice_all_wellness.md	Internal process/strategy decision. Describes company's policy for which LLM provider to use for a proprietary internal product (ZugaLife), internal queue management, and internal partnership positioning with Anthropic. Contains no generalizable technical fix that a stranger's Claude Code agent would encounter. This is organizational/business decision-making, not a shareable technical gotcha or library bug.
feedback_zugatrader_deploy_via_git.md	Internal process/workflow documentation specific to this team's deployment setup (ZugaTrader project, Mac Mini infrastructure, internal hosts, cron jobs, launchd services). No generalizable technical fix about a public library, framework, or common tool that an unrelated developer would encounter.
feedback_zugatrader_env_shadows_config.md	Internal process and infrastructure-specific. References private host (MM), private project paths, internal SSH access patterns, and team-specific workflow for managing config drift on a particular machine. Not generalizable to unrelated developers or Claude agents encountering public library/framework issues.
read-traceback-before-fixing.md	Internal process/workflow guidance specific to this team's prod incident response (Railway logs, deploy cycle, internal stakeholders). Not a generalizable technical fix that unrelated developers would encounter.
business-pivot-focus-2026-06.md	Internal business planning and strategy document. Contains project status, organizational priorities, team allocation decisions, and internal process notes (BYOK pipeline setup, who to reconvene). No generalizable technical fix or public-library/framework/tool problem that an unrelated developer would encounter.
business-structure-and-lanes-2026-06-04.md	internal business structure, strategy, and process memo - contains org decisions, cap table/equity mentions, internal team assignments, and deployment targets (Railway MCP, specific internal services) that are not generalizable technical fixes for public tools
gtm-strategy-shovels-then-gold.md	internal business strategy, GTM planning, and organizational decision-making. Contains no generalizable technical fix for public tools/libraries/frameworks that an unrelated developer would encounter.
ludus-release-process.md	Internal process/workflow document. Describes team-specific release procedures, internal role assignments (Buga/owner), private repository paths, internal naming conventions (channel routing), and credentials management tied to specific individuals. Not a generalizable technical fix for a public library or framework.
ludus-release-the-only-way.md	Internal process/workflow document. Describes team's specific release procedure for their proprietary app (Ludus/ZugaGamerOverlay), internal GitHub org, internal logging infrastructure, and tester pipeline. Not a generalizable technical fix for a public library or common tool that Claude agents would encounter.
project_north_star_revenue.md	Internal process/workflow/planning document. Describes org strategy, team priorities, deployment architecture (buga priority lane, daemon throttle, repo structure), and internal naming conventions. Not a generalizable technical problem that unrelated developers would encounter.
ludus-gtm-revenue-2026-06-03.md	This is internal project planning, business strategy, GTM roadmap, and team process notes. It contains business decisions (beachhead market selection, revenue targets, competitor strategy), internal project status (what's shipped, what's left to do), team organization (who owns which task), and internal infrastructure references (Railway zugaapp-v3, OVERLAY_APP_SECRET naming, Tebex/Overwolf integration specifics to this product). While it mentions code files (monetization.ts, conversation-manager.ts), the context is entirely internal decision-making and product planning, not a reusable technical fix for a general problem.
project_selfmod_pipeline_live.md	Internal project status, deployment targets, private infrastructure (MM, zugaqueue, LaunchAgent, Overwolf), business activation gates, and internal workflow/process documentation. No generalizable technical fix for public libraries or frameworks.
project_zugabot_self_knowledge_phase1.md	Project status, internal process, and private infrastructure. Describes internal zugabot daemon deployment, private DB paths, private git hook setup, and project roadmap (phases 2-4). Not a generalizable technical fix for public tools or libraries.
project_zugabot_build_dispatcher_filelock_complete.md	Internal project status and deployment details. Describes a specific team's autonomous code pipeline (Zugabot), internal process (three channels C1/C4/C6), internal database schema (zugabot_unified.db), deployment targets (LaunchAgent, Railway), and internal infrastructure (daemon, monad_events). No generalizable public library/framework/tool issue that would help an unrelated developer.
project_zugabot_selfmod_spine.md	Internal project status, infrastructure naming, and team workflow. References private infra (zugabee, zugamind, Discord gates, internal tables), deployment phases, and process notes that only make sense with insider context. Not a generalizable public library/framework fix.
zugaapp-page-widths.md	Internal process/workflow preference about a specific proprietary codebase (ZugaApp, Spiritus dashboard). Not a generalizable public library/framework issue, and requires insider knowledge of internal file paths and project structure.
zugabot-chat-truncation-root-cause.md	Internal project context: describes root cause of Zugabot (internal product) chat bug, deployment workflow (cherry-pick, restart script), team process (MM main branch), and internal service names/architecture. Not generalizable to other developers or public frameworks.
project_zugadocs_planned.md	Internal project planning and roadmap (ZugaDocs studio concept). References internal infrastructure (BugaVault, Zugabot, ZugaCode), internal process (Ledger filtering), and internal naming conventions. Not a generalizable technical fix for public tools or frameworks.
project_monetization_philosophy.md	This is internal business/strategy documentation: monetization philosophy, revenue model decisions, margin targets, and company hosting architecture choices. Contains no generalizable technical fix for a coding problem that an external developer would encounter.
cloudflare-dns-access.md	Internal process + contains credentials/secrets. References specific token file location, zone IDs, account email, and token formats (cfut_ prefix). Even though rewritten, the core value is internal DNS management workflow for a private domain (zugabot.ai) and account-specific setup—not a generalizable public library/tool fix.
agentpool-evidence-and-ab-plan.md	This is internal project planning, strategy, and roadmap material. It documents AgentPool GTM framing, internal experiment design, and references internal infrastructure (Zugabot, Ludus, tester-logs MCP, zugabee repo, Ludus database, internal task scheduler, internal Windows machine setup). While it cites public papers, the actionable content is business strategy ('THE REFRAME', 'push back on framing', 'moat AND selling point'), internal process ('seed-200 + A/B experiment plan Zugabot runs'), and private tooling. Not generalizable to external developers.
project_product_architecture.md	Internal process/workflow documentation about this team's product architecture, deployment targets, repo structure, and how work is organized. Contains no generalizable technical fix for a public library/framework/tool that an unrelated developer would encounter.
project_parasitic_distribution_principle.md	This is internal product strategy and go-to-market philosophy. It describes business positioning, planning, and decision-making frameworks specific to this team's approach — not a technical problem a stranger developer would encounter with a public tool or library.
reference_centauri_carbon_printer_control.md	Internal hardware reference: names private LAN IP (192.168.1.216), internal file paths (E:/Programming/...), internal skill setup, and team-specific workflows (Buga's printer, internal scripts). Not a generalizable public library/framework fix.
reference_discord_channel_ids.md	Internal infrastructure reference: specific Discord server/channel IDs, deployment targets, and team environment configuration (where .env files live, which machine is 'MM'). No generalizable technical fix.
reference_env_backup_path.md	Internal process/workflow documentation: backup location paths, team procedures, deployment targets, and project-specific file management. No generalizable technical fix about public tools/libraries.
